INFO main com.desmond.servicebuilder.run.TestRun - deleting L:/gitHub/projects/eCommerce/src/com/desmond/ec...
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/intf/User.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/intf/Order.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/intf/OrderGoods.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/intf/Administrator.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/intf/Goods.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/cart/intf/Cart.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/intf/GoodsClass.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/comment/intf/Comment.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/info/intf/Information.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sale/intf/SaleStatics.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/intf/OrderHistory.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/intf/AdminAuthority.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/UserImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderGoodsImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdministratorImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/cart/impl/CartImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsClassImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/comment/impl/CommentImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/info/impl/InformationImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sale/impl/SaleStaticsImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderHistoryImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdminAuthorityImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/UserDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderGoodsDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdministratorDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/cart/impl/CartDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsClassDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/comment/impl/CommentDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/info/impl/InformationDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sale/impl/SaleStaticsDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderHistoryDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdminAuthorityDaoImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/UserServiceBaseImpl.java
